,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
209,GJ 3998 c,59.0,6.26 Earths,10.83,2016,Neptune-like,0.212 x Jupiter,0.089 AU,13.7 days,0.05
210,GJ 411 b,8.0,2.99 Earths,7.49,2019,Super Earth,1.54 x Earth,0.0785 AU,13 days,0.22
211,GJ 422 b,41.0,11.07 Earths,11.55,2014,Neptune-like,0.297 x Jupiter,0.111 AU,20.1 days,0.11
212,GJ 4276 b,70.0,16.57 Earths,11.66,2019,Neptune-like,0.377 x Jupiter,0.082 AU,13.4 days,0.37
213,GJ 433 b,30.0,6.043 Earths,9.806,2011,Neptune-like,0.208 x Jupiter,0.062 AU,7.4 days,0.04
214,GJ 433 c,30.0,32.422 Earths,9.806,2014,Neptune-like,0.56 x Jupiter,4.819 AU,14 years,0.12
215,GJ 433 d,30.0,5.223 Earths,9.806,2020,Neptune-like,2.14 x Earth,0.178 AU,36.1 days,0.07
216,GJ 436 b,32.0,22.1 Earths,10.67,2004,Neptune-like,0.372 x Jupiter,0.0291 AU,2.6 days,0.14
217,GJ 480 b,46.0,13.2 Earths,11.51,2020,Neptune-like,0.33 x Jupiter,0.068 AU,9.6 days,0.1
218,GJ 504 b,57.0,4 Jupiters,5.22,2013,Gas Giant,1.16 x Jupiter,43.5 AU,259.9 years,0.0
219,GJ 536 b,34.0,5.36 Earths,9.72,2016,Neptune-like,2.17 x Earth,0.06661 AU,8.7 days,0.08
220,GJ 581 b,21.0,15.8 Earths,10.56,2005,Neptune-like,0.366 x Jupiter,0.04061 AU,5.4 days,0.0
221,GJ 581 c,21.0,5.5 Earths,10.56,2007,Neptune-like,2.21 x Earth,0.0721 AU,12.9 days,0.0
222,GJ 581 e,21.0,1.7 Earths,10.56,2009,Super Earth,1.17 x Earth,0.02815 AU,3.1 days,0.0
223,GJ 625 b,21.0,2.82 Earths,10.1,2017,Super Earth,1.49 x Earth,0.078361 AU,14.6 days,0.13
224,GJ 649 b,34.0,0.328 Jupiters,9.69,2009,Gas Giant,1.11 x Jupiter,1.135 AU,1.6 years,0.3
225,GJ 667 C b,22.0,5.6 Earths,10.22,2011,Neptune-like,2.23 x Earth,0.0505 AU,7.2 days,0.13
226,GJ 667 C c,22.0,3.8 Earths,10.22,2011,Super Earth,1.77 x Earth,0.125 AU,28.1 days,0.02
227,GJ 667 C e,22.0,2.7 Earths,10.22,2013,Super Earth,1.45 x Earth,0.213 AU,62.2 days,0.02
228,GJ 667 C f,22.0,2.7 Earths,10.22,2013,Super Earth,1.45 x Earth,0.156 AU,39 days,0.03
229,GJ 667 C g,22.0,4.6 Earths,10.22,2013,Super Earth,1.99 x Earth,0.549 AU,256.2 days,0.08
230,GJ 674 b,15.0,11.09 Earths,9.37,2007,Neptune-like,0.297 x Jupiter,0.039 AU,4.7 days,0.2
231,GJ 676 A b,52.0,6.7 Jupiters,9.58,2010,Gas Giant,1.13 x Jupiter,1.82 AU,2.9 years,0.33
232,GJ 676 A c,52.0,6.8 Jupiters,9.58,2016,Gas Giant,1.13 x Jupiter,6.6 AU,20.1 years,0.0
233,GJ 676 A d,52.0,4.4 Earths,9.58,2012,Super Earth,1.93 x Earth,0.0413 AU,3.6 days,0.26
234,GJ 676 A e,52.0,8.1 Earths,9.58,2012,Neptune-like,0.247 x Jupiter,0.187 AU,35.4 days,0.13
235,GJ 682 b,16.0,4.4 Earths,10.97,2014,Super Earth,1.93 x Earth,0.08 AU,17.5 days,0.08
236,GJ 682 c,16.0,8.7 Earths,10.97,2014,Neptune-like,0.258 x Jupiter,0.176 AU,57.3 days,0.1
237,GJ 685 b,47.0,9 Earths,9.97,2019,Neptune-like,0.263 x Jupiter,0.1344 AU,24.2 days,0.0
238,GJ 687 b,15.0,17.2 Earths,9.15,2014,Neptune-like,0.385 x Jupiter,0.163 AU,38.1 days,0.17
239,GJ 687 c,15.0,16 Earths,9.15,2020,Neptune-like,0.369 x Jupiter,1.165 AU,2 years,0.4
240,GJ 832 b,16.0,0.68 Jupiters,8.66,2008,Gas Giant,1.25 x Jupiter,3.56 AU,10 years,0.08
241,GJ 832 c,16.0,5.4 Earths,8.66,2014,Neptune-like,2.18 x Earth,0.163 AU,35.7 days,0.18
242,GJ 849 b,29.0,1 Jupiter,10.37,2006,Gas Giant,1.23 x Jupiter,2.35 AU,5.2 years,0.04
243,GJ 86 b,35.0,4.42 Jupiters,6.12,1999,Gas Giant,1.15 x Jupiter,0.11 AU,15.8 days,0.04
244,GJ 876 b,15.0,2.2756 Jupiters,10.191,1998,Gas Giant,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
245,GJ 876 c,15.0,0.7142 Jupiters,10.191,2000,Gas Giant,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
246,GJ 876 d,15.0,6.83 Earths,10.191,2005,Neptune-like,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
247,GJ 876 e,15.0,14.6 Earths,10.191,2010,Neptune-like,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
248,GJ 887 b,11.0,4.2 Earths,7.335,2020,Super Earth,1.88 x Earth,0.068 AU,9.3 days,0.0
249,GJ 887 c,11.0,7.6 Earths,7.335,2020,Neptune-like,0.238 x Jupiter,0.12 AU,21.8 days,0.0
250,GJ 9066 b,15.0,30.9 Earths,12.27,2020,Neptune-like,0.544 x Jupiter,0.403 AU,241.9 days,0.18
251,GJ 9066 c,15.0,0.22528 Jupiters,12.27,2020,Gas Giant,0.892 x Jupiter,0.87 AU,2.1 years,0.33
252,GJ 96 b,39.0,19.66 Earths,9.345,2018,Neptune-like,0.417 x Jupiter,0.291 AU,73.9 days,0.44
253,GJ 9827 b,97.0,4.91 Earths,10.25,2017,Super Earth,1.577 x Earth,0.0188 AU,1.2 days,0.0
254,GJ 9827 c,97.0,0.84 Earths,10.25,2017,Super Earth,1.241 x Earth,0.03925 AU,3.6 days,0.0
255,GJ 9827 d,97.0,4.04 Earths,10.25,2017,Neptune-like,2.022 x Earth,0.05591 AU,6.2 days,0.0
256,Gl 378 b,49.0,13.02 Earths,10.19,2019,Neptune-like,0.327 x Jupiter,0.039435 AU,3.8 days,0.11
257,Gl 49 b,32.0,5.63 Earths,9.56,2019,Neptune-like,0.2 x Jupiter,0.0905 AU,13.9 days,0.36
258,Gl 686 b,27.0,6.64 Earths,9.577,2018,Neptune-like,0.22 x Jupiter,0.0917 AU,15.5 days,0.08
259,GQ Lupi b,495.0,20 Jupiters,12.43,2004,Gas Giant,3.0 x Jupiter,100.0 AU,1195.9 years,0.0
260,GSC 06214-00210 b,473.0,16 Jupiters,12.375,2010,Gas Giant,1.8 x Jupiter,320.0 AU,6037.4 years,0.0
261,GU Piscium b,157.0,11.3 Jupiters,13.55,2014,Gas Giant,1.265 x Jupiter,2000.0 AU,155788.8 years,0.0
262,HAT-P-11 b,123.0,26.69772 Earths,9.151,2008,Neptune-like,0.389 x Jupiter,0.05254 AU,4.9 days,0.22
263,HAT-P-11 c,123.0,2.3 Jupiters,9.151,2018,Gas Giant,1.19 x Jupiter,4.13 AU,9.3 years,0.6
264,HAT-P-12 b,465.0,0.211 Jupiters,12.84,2009,Gas Giant,0.959 x Jupiter,0.0384 AU,3.2 days,0.0
265,HAT-P-13 b,698.0,0.851 Jupiters,10.622,2009,Gas Giant,1.272 x Jupiter,0.04383 AU,2.9 days,0.01
266,HAT-P-13 c,698.0,14.28 Jupiters,10.622,2009,Gas Giant,1.1 x Jupiter,1.258 AU,446.3 days,0.66
267,HAT-P-14 b,731.0,3.44 Jupiters,9.98,2010,Gas Giant,1.42 x Jupiter,0.0596 AU,4.6 days,0.11
268,HAT-P-15 b,631.0,1.94 Jupiters,12.16,2010,Gas Giant,1.06 x Jupiter,0.0965 AU,10.9 days,0.19
269,HAT-P-16 b,767.0,4.193 Jupiters,10.812,2010,Gas Giant,1.289 x Jupiter,0.0413 AU,2.8 days,0.04
270,HAT-P-17 b,302.0,0.58 Jupiters,10.54,2010,Gas Giant,1.05 x Jupiter,0.0882 AU,10.3 days,0.35
271,HAT-P-17 c,302.0,3.4 Jupiters,10.54,2010,Gas Giant,1.17 x Jupiter,5.6 AU,15.3 years,0.39
272,HAT-P-18 b,541.0,0.197 Jupiters,12.759,2010,Gas Giant,0.995 x Jupiter,0.0559 AU,5.5 days,0.08
273,HAT-P-19 b,701.0,0.292 Jupiters,12.901,2010,Gas Giant,1.132 x Jupiter,0.0466 AU,4 days,0.07
274,HAT-P-1 b,521.0,0.525 Jupiters,10.34,2006,Gas Giant,1.319 x Jupiter,0.05561 AU,4.5 days,0.0
275,HAT-P-20 b,228.0,7.246 Jupiters,11.339,2010,Gas Giant,0.867 x Jupiter,0.0361 AU,2.9 days,0.02
276,HAT-P-21 b,912.0,4.87 Jupiters,11.685,2010,Gas Giant,1.11 x Jupiter,0.0494 AU,4.1 days,0.23
277,HAT-P-22 b,267.0,2.47 Jupiters,9.732,2010,Gas Giant,1.15 x Jupiter,0.0414 AU,3.2 days,0.02
278,HAT-P-23 b,1202.0,1.34 Jupiters,12.432,2010,Gas Giant,1.09 x Jupiter,0.0232 AU,1.2 days,0.11
279,HAT-P-24 b,1371.0,0.75 Jupiters,11.818,2010,Gas Giant,1.3 x Jupiter,0.04651 AU,3.4 days,0.07
280,HAT-P-25 b,988.0,0.569 Jupiters,13.19,2010,Gas Giant,1.135 x Jupiter,0.0466 AU,3.7 days,0.02
281,HAT-P-26 b,465.0,22.2481 Earths,11.744,2010,Neptune-like,0.63 x Jupiter,0.0479 AU,4.2 days,0.12
282,HAT-P-27 b,665.0,0.62 Jupiters,11.956,2011,Gas Giant,1.02 x Jupiter,0.04 AU,3 days,0.0
283,HAT-P-28 b,1288.0,0.626 Jupiters,13.03,2011,Gas Giant,1.212 x Jupiter,0.0434 AU,3.3 days,0.05
284,HAT-P-29 b,1032.0,0.88 Jupiters,11.9,2011,Gas Giant,1.17 x Jupiter,0.0667 AU,5.7 days,0.09
285,HAT-P-2 b,418.0,8.7 Jupiters,8.72,2007,Gas Giant,0.951 x Jupiter,0.06814 AU,5.6 days,0.52
286,HAT-P-30 b,702.0,0.83 Jupiters,10.419,2011,Gas Giant,1.44 x Jupiter,0.0419 AU,2.8 days,0.04
287,HAT-P-31 b,1133.0,2.27 Jupiters,11.66,2011,Gas Giant,1.09 x Jupiter,0.061 AU,5 days,0.25
288,HAT-P-32 b,951.0,0.68 Jupiters,11.289,2011,Gas Giant,1.98 x Jupiter,0.03397 AU,2.2 days,0.16
289,HAT-P-33 b,1307.0,0.92 Jupiters,11.188,2011,Gas Giant,1.85 x Jupiter,0.04995 AU,3.5 days,0.0
290,HAT-P-34 b,819.0,3.33 Jupiters,10.162,2011,Gas Giant,1.197 x Jupiter,0.06774 AU,5.5 days,0.43
291,HAT-P-35 b,1677.0,1.056 Jupiters,12.46,2011,Gas Giant,1.332 x Jupiter,0.04978 AU,3.6 days,< 0.02
292,HAT-P-36 b,969.0,1.8482 Jupiters,12.262,2011,Gas Giant,1.277 x Jupiter,0.0241 AU,1.3 days,0.06
293,HAT-P-37 b,1341.0,1.169 Jupiters,13.23,2011,Gas Giant,1.178 x Jupiter,0.0379 AU,2.8 days,0.06
294,HAT-P-38 b,812.0,0.267 Jupiters,12.557,2012,Gas Giant,0.825 x Jupiter,0.0523 AU,4.6 days,0.07
295,HAT-P-39 b,2094.0,0.599 Jupiters,12.422,2012,Gas Giant,1.571 x Jupiter,0.0509 AU,3.5 days,0.0
296,HAT-P-3 b,441.0,0.65 Jupiters,11.577,2007,Gas Giant,0.94 x Jupiter,0.03866 AU,2.9 days,0.0
297,HAT-P-40 b,1535.0,0.48 Jupiters,11.699,2012,Gas Giant,1.52 x Jupiter,0.0608 AU,4.5 days,0.0
298,HAT-P-41 b,1147.0,1.19 Jupiters,11.087,2012,Gas Giant,2.05 x Jupiter,0.04258 AU,2.7 days,0.0
299,HAT-P-42 b,1458.0,1.044 Jupiters,12.168,2012,Gas Giant,1.28 x Jupiter,0.0575 AU,4.6 days,0.0
300,HAT-P-43 b,1768.0,0.662 Jupiters,13.356,2012,Gas Giant,1.281 x Jupiter,0.0443 AU,3.3 days,0.0
301,HAT-P-44 b,1184.0,0.352 Jupiters,12.973,2014,Gas Giant,1.242 x Jupiter,0.0507 AU,4.3 days,0.04
302,HAT-P-44 c,1184.0,4 Jupiters,12.973,2014,Gas Giant,1.16 x Jupiter,1.752 AU,2.4 years,0.49
303,HAT-P-45 b,995.0,0.892 Jupiters,12.398,2014,Gas Giant,1.426 x Jupiter,0.0452 AU,3.1 days,0.05
304,HAT-P-46 b,966.0,0.493 Jupiters,11.684,2014,Gas Giant,1.284 x Jupiter,0.0577 AU,4.5 days,0.12
305,HAT-P-49 b,1154.0,2.2 Jupiters,10.326,2014,Gas Giant,1.59 x Jupiter,0.04378 AU,2.7 days,0.0
306,HAT-P-4 b,1024.0,0.671 Jupiters,11.118,2007,Gas Giant,1.274 x Jupiter,0.04438 AU,3.1 days,0.0
307,HAT-P-50 b,1621.0,1.35 Jupiters,11.762,2015,Gas Giant,1.288 x Jupiter,0.0453 AU,3.1 days,< 0.115
308,HAT-P-51 b,1533.0,0.309 Jupiters,13.44,2015,Gas Giant,1.293 x Jupiter,0.05069 AU,4.2 days,< 0.123
309,HAT-P-52 b,1256.0,0.818 Jupiters,14.068,2015,Gas Giant,1.009 x Jupiter,0.03694 AU,2.8 days,< 0.047
310,HAT-P-53 b,2345.0,1.484 Jupiters,13.73,2015,Gas Giant,1.318 x Jupiter,0.03159 AU,2 days,< 0.134
311,HAT-P-54 b,471.0,0.76 Jupiters,13.017,2015,Gas Giant,0.944 x Jupiter,0.04117 AU,3.8 days,< 0.074
312,HAT-P-55 b,1566.0,0.582 Jupiters,13.207,2015,Gas Giant,1.182 x Jupiter,0.04604 AU,3.6 days,< 0.139
313,HAT-P-56 b,1055.0,2.31 Jupiters,10.908,2015,Gas Giant,1.51 x Jupiter,0.0423 AU,2.8 days,< 0.29
314,HAT-P-57 b,920.0,1.41 Jupiters,10.465,2015,Gas Giant,1.74 x Jupiter,0.0406 AU,2.5 days,0.0
315,HAT-P-5 b,998.0,0.98 Jupiters,12.0,2007,Gas Giant,1.21 x Jupiter,0.04073 AU,2.8 days,0.0
316,HAT-P-65 b,2743.0,0.527 Jupiters,13.145,2016,Gas Giant,1.89 x Jupiter,0.03951 AU,2.6 days,< 0.304
317,HAT-P-66 b,3024.0,0.783 Jupiters,12.993,2016,Gas Giant,1.59 x Jupiter,0.04363 AU,3 days,< 0.09
318,HAT-P-67 b,1044.0,0.34 Jupiters,10.069,2017,Gas Giant,2.085 x Jupiter,0.06505 AU,4.8 days,0.0
319,HAT-P-69 b,1122.0,3.58 Jupiters,9.773,2019,Gas Giant,1.676 x Jupiter,0.06555 AU,4.8 days,0.0
320,HAT-P-6 b,905.0,1.32 Jupiters,10.44,2007,Gas Giant,1.48 x Jupiter,0.05239 AU,3.9 days,0.0
321,HAT-P-70 b,1073.0,6.78 Jupiters,9.452,2019,Gas Giant,1.87 x Jupiter,0.04739 AU,2.7 days,0.0
322,HAT-P-7 b,1124.0,1.84 Jupiters,10.365,2008,Gas Giant,1.51 x Jupiter,0.03676 AU,2.2 days,0.0
323,HAT-P-8 b,694.0,1.28 Jupiters,10.3,2008,Gas Giant,1.4 x Jupiter,0.04496 AU,3.1 days,0.0
324,HAT-P-9 b,1566.0,0.749 Jupiters,12.297,2008,Gas Giant,1.393 x Jupiter,0.05287 AU,3.9 days,0.08
325,HATS-10 b,1618.0,0.526 Jupiters,13.113,2015,Gas Giant,0.969 x Jupiter,0.04491 AU,3.3 days,< 0.501
326,HATS-11 b,3155.0,0.83 Jupiters,14.018,2016,Gas Giant,1.609 x Jupiter,0.0507 AU,3.6 days,< 0.34
327,HATS-12 b,1671.0,2.39 Jupiters,12.756,2016,Gas Giant,0.692 x Jupiter,0.0441 AU,3.1 days,< 0.085
328,HATS-13 b,1553.0,0.543 Jupiters,13.887,2015,Gas Giant,1.212 x Jupiter,0.04057 AU,3 days,< 0.181
329,HATS-14 b,1673.0,1.071 Jupiters,13.79,2015,Gas Giant,1.039 x Jupiter,0.03815 AU,2.8 days,< 0.142
330,HATS-15 b,2248.0,2.17 Jupiters,14.774,2016,Gas Giant,1.105 x Jupiter,0.02712 AU,1.7 days,< 0.126
331,HATS-16 b,2525.0,3.27 Jupiters,13.834,2016,Gas Giant,1.3 x Jupiter,0.03744 AU,2.7 days,0.0
332,HATS-17 b,1106.0,1.338 Jupiters,12.39,2016,Gas Giant,0.777 x Jupiter,0.1308 AU,16.3 days,0.03
333,HATS-18 b,2104.0,1.9795 Jupiters,14.067,2016,Gas Giant,1.329 x Jupiter,0.0174 AU,0.8 days,0.17
334,HATS-1 b,988.0,1.855 Jupiters,12.053,2012,Gas Giant,1.302 x Jupiter,0.0444 AU,3.4 days,0.12
335,HATS-22 b,678.0,2.74 Jupiters,13.455,2017,Gas Giant,0.953 x Jupiter,0.05025 AU,4.7 days,0.08
336,HATS-23 b,2437.0,1.47 Jupiters,13.901,2017,Gas Giant,1.86 x Jupiter,0.03397 AU,2.2 days,< 0.114
337,HATS-24 b,1664.0,2.26 Jupiters,12.83,2017,Gas Giant,1.395 x Jupiter,0.0238 AU,1.3 days,0.0
338,HATS-25 b,1520.0,0.613 Jupiters,13.097,2016,Gas Giant,1.26 x Jupiter,0.05163 AU,4.3 days,< 0.176
339,HATS-26 b,2959.0,0.65 Jupiters,12.955,2016,Gas Giant,1.75 x Jupiter,0.04735 AU,3.3 days,< 0.245
340,HATS-27 b,2740.0,0.53 Jupiters,12.766,2016,Gas Giant,1.5 x Jupiter,0.0611 AU,4.6 days,< 0.581
341,HATS-28 b,1700.0,0.672 Jupiters,13.934,2016,Gas Giant,1.194 x Jupiter,0.04131 AU,3.2 days,< 0.202
342,HATS-29 b,1145.0,0.653 Jupiters,12.612,2016,Gas Giant,1.251 x Jupiter,0.05475 AU,4.6 days,< 0.158
343,HATS-2 b,1174.0,1.345 Jupiters,13.562,2013,Gas Giant,1.168 x Jupiter,0.023 AU,1.4 days,0.0
344,HATS-30 b,1106.0,0.706 Jupiters,12.192,2016,Gas Giant,1.175 x Jupiter,0.04354 AU,3.2 days,< 0.096
345,HATS-31 b,2844.0,0.88 Jupiters,13.105,2016,Gas Giant,1.64 x Jupiter,0.0478 AU,3.4 days,< 0.233
346,HATS-32 b,2737.0,0.92 Jupiters,14.384,2016,Gas Giant,1.249 x Jupiter,0.04024 AU,2.8 days,< 0.471
347,HATS-33 b,832.0,1.192 Jupiters,11.911,2016,Gas Giant,1.23 x Jupiter,0.03727 AU,2.5 days,< 0.08
348,HATS-34 b,1735.0,0.941 Jupiters,13.849,2016,Gas Giant,1.43 x Jupiter,0.03166 AU,2.1 days,< 0.108
349,HATS-35 b,1817.0,1.222 Jupiters,12.56,2016,Gas Giant,1.464 x Jupiter,0.03199 AU,1.8 days,< 0.306
350,HATS-36 b,2866.0,3.216 Jupiters,14.386,2018,Gas Giant,1.153 x Jupiter,0.0523 AU,4.2 days,0.11
351,HATS-37 A b,689.0,31.46517 Earths,12.266,2020,Neptune-like,0.606 x Jupiter,0.04913 AU,4.3 days,0.0
352,HATS-38 b,1134.0,23.51942 Earths,12.411,2020,Neptune-like,0.614 x Jupiter,0.05036 AU,4.4 days,0.0
353,HATS-39 b,2522.0,0.63 Jupiters,12.746,2018,Gas Giant,1.57 x Jupiter,0.06007 AU,4.6 days,< 0.275
354,HATS-3 b,1478.0,1.071 Jupiters,12.44,2013,Gas Giant,1.381 x Jupiter,0.0485 AU,3.5 days,0.0
355,HATS-40 b,4668.0,1.59 Jupiters,13.377,2018,Gas Giant,1.58 x Jupiter,0.04997 AU,3.3 days,< 0.312
356,HATS-41 b,2610.0,9.7 Jupiters,12.681,2018,Gas Giant,1.33 x Jupiter,0.0583 AU,4.2 days,0.38
357,HATS-42 b,3073.0,1.88 Jupiters,13.617,2018,Gas Giant,1.4 x Jupiter,0.03689 AU,2.3 days,< 0.229
358,HATS-43 b,1112.0,0.261 Jupiters,13.593,2018,Gas Giant,1.18 x Jupiter,0.04944 AU,4.4 days,0.17
359,HATS-44 b,1510.0,0.56 Jupiters,14.428,2018,Gas Giant,1.067 x Jupiter,0.03649 AU,2.7 days,< 0.279
360,HATS-45 b,2668.0,0.7 Jupiters,13.307,2018,Gas Giant,1.286 x Jupiter,0.05511 AU,4.2 days,< 0.24
361,HATS-46 b,1461.0,0.173 Jupiters,13.634,2018,Gas Giant,0.903 x Jupiter,0.05367 AU,4.7 days,< 0.559
362,HATS-47 b,984.0,0.369 Jupiters,14.829,2020,Gas Giant,1.117 x Jupiter,0.04269 AU,3.9 days,< 0.088
363,HATS-48 A b,866.0,0.243 Jupiters,14.35,2020,Gas Giant,0.8 x Jupiter,0.03769 AU,3.1 days,< 0.162
364,HATS-49 b,1059.0,0.353 Jupiters,14.998,2020,Gas Giant,0.765 x Jupiter,0.04515 AU,4.1 days,< 0.071
365,HATS-4 b,1370.0,1.323 Jupiters,13.459,2014,Gas Giant,1.02 x Jupiter,0.0362 AU,2.5 days,0.01
366,HATS-50 b,2339.0,0.39 Jupiters,14.033,2017,Gas Giant,1.13 x Jupiter,0.05046 AU,3.8 days,< 0.516
367,HATS-51 b,1559.0,0.768 Jupiters,12.471,2017,Gas Giant,1.41 x Jupiter,0.04639 AU,3.3 days,< 0.33
368,HATS-52 b,2058.0,2.24 Jupiters,13.669,2017,Gas Giant,1.382 x Jupiter,0.02498 AU,1.4 days,< 0.246
369,HATS-53 b,2000.0,0.595 Jupiters,13.79,2017,Gas Giant,1.34 x Jupiter,0.04753 AU,3.9 days,< 0.33
370,HATS-54 b,2508.0,0.76 Jupiters,13.913,2019,Gas Giant,1.067 x Jupiter,0.03763 AU,2.5 days,< 0.126
371,HATS-55 b,2034.0,0.921 Jupiters,13.47,2019,Gas Giant,1.251 x Jupiter,0.05412 AU,4.2 days,< 0.092
372,HATS-56 b,1883.0,0.602 Jupiters,11.578,2019,Gas Giant,1.688 x Jupiter,0.06043 AU,4.3 days,< 0.019
373,HATS-57 b,913.0,3.147 Jupiters,12.344,2019,Gas Giant,1.139 x Jupiter,0.03493 AU,2.4 days,< 0.028
374,HATS-58 A b,1605.0,1.03 Jupiters,11.552,2019,Gas Giant,1.095 x Jupiter,0.05798 AU,4.2 days,< 0.168
375,HATS-59 b,2136.0,0.806 Jupiters,13.951,2018,Gas Giant,1.126 x Jupiter,0.06112 AU,5.4 days,0.13
376,HATS-59 c,2136.0,12.7 Jupiters,13.951,2018,Gas Giant,1.1 x Jupiter,2.504 AU,3.9 years,< 0.083
377,HATS-5 b,838.0,0.237 Jupiters,12.63,2014,Gas Giant,0.912 x Jupiter,0.0542 AU,4.8 days,0.02
378,HATS-60 b,1612.0,0.662 Jupiters,12.641,2018,Gas Giant,1.153 x Jupiter,0.04708 AU,3.6 days,0.19
379,HATS-61 b,2264.0,3.4 Jupiters,13.233,2018,Gas Giant,1.195 x Jupiter,0.07908 AU,7.8 days,0.09
380,HATS-62 b,1686.0,0.179 Jupiters,14.015,2018,Gas Giant,1.055 x Jupiter,0.04163 AU,3.3 days,0.3
381,HATS-63 b,2071.0,0.96 Jupiters,13.892,2018,Gas Giant,1.207 x Jupiter,0.04026 AU,3.1 days,0.14
382,HATS-64 b,3533.0,0.96 Jupiters,12.924,2018,Gas Giant,1.679 x Jupiter,0.06562 AU,4.9 days,0.15
383,HATS-65 b,1615.0,0.821 Jupiters,12.497,2018,Gas Giant,1.501 x Jupiter,0.04497 AU,3.1 days,0.06
384,HATS-66 b,5017.0,5.33 Jupiters,14.095,2018,Gas Giant,1.411 x Jupiter,0.04714 AU,3.1 days,0.06
385,HATS-67 b,3203.0,1.45 Jupiters,13.653,2018,Gas Giant,1.685 x Jupiter,0.03032 AU,1.6 days,0.06
386,HATS-68 b,2017.0,1.29 Jupiters,12.276,2018,Gas Giant,1.232 x Jupiter,0.05071 AU,3.6 days,0.04
387,HATS-69 b,1371.0,0.577 Jupiters,13.945,2018,Gas Giant,0.945 x Jupiter,0.03211 AU,2.2 days,0.52
388,HATS-6 b,484.0,0.319 Jupiters,15.16,2015,Gas Giant,0.998 x Jupiter,0.03623 AU,3.3 days,0.0
389,HATS-70 b,4263.0,12.9 Jupiters,12.574,2019,Gas Giant,1.384 x Jupiter,0.03632 AU,1.9 days,< 0.18
390,HATS-71 b,460.0,0.37 Jupiters,15.351,2020,Gas Giant,1.024 x Jupiter,0.03745 AU,3.8 days,0.0
391,HATS-72 b,416.0,39.85588 Earths,12.469,2020,Gas Giant,0.722 x Jupiter,0.066517 AU,7.3 days,< 0.013
392,HATS-7 b,838.0,38.1396 Earths,13.34,2015,Gas Giant,0.563 x Jupiter,0.04012 AU,3.2 days,< 0.17
393,HATS-8 b,2704.0,0.138 Jupiters,14.03,2015,Gas Giant,0.873 x Jupiter,0.04667 AU,3.6 days,< 0.376
394,HATS-9 b,2135.0,0.837 Jupiters,13.276,2015,Gas Giant,1.236 x Jupiter,0.0312 AU,1.9 days,< 0.075
395,HD 100546 b,359.0,752 Jupiters,6.704,2014,Gas Giant,6.9 x Jupiter,53.0 AU,249.2 years,0.0
396,HD 100655 b,449.0,1.61 Jupiters,6.45,2011,Gas Giant,1.21 x Jupiter,0.68 AU,157.6 days,0.09
397,HD 100777 b,162.0,1.03 Jupiters,8.418,2007,Gas Giant,1.23 x Jupiter,1.03 AU,383.7 days,0.36
398,HD 10180 c,127.0,13.22173 Earths,7.321,2010,Neptune-like,0.33 x Jupiter,0.06412 AU,5.8 days,0.07
399,HD 10180 d,127.0,12.01397 Earths,7.321,2010,Neptune-like,0.312 x Jupiter,0.12859 AU,16.4 days,0.13
400,HD 10180 e,127.0,25.58532 Earths,7.321,2010,Neptune-like,0.487 x Jupiter,0.2699 AU,49.7 days,0.05
401,HD 10180 f,127.0,22.94733 Earths,7.321,2010,Neptune-like,0.456 x Jupiter,0.4929 AU,122.7 days,0.12
402,HD 10180 g,127.0,23.26516 Earths,7.321,2010,Neptune-like,0.46 x Jupiter,1.427 AU,1.7 years,0.26
403,HD 10180 h,127.0,0.2066 Jupiters,7.321,2010,Gas Giant,0.848 x Jupiter,3.381 AU,6 years,0.1
404,HD 101930 b,98.0,0.25 Jupiters,8.21,2005,Gas Giant,0.949 x Jupiter,0.3 AU,70.5 days,0.11
405,HD 102117 b,129.0,0.17 Jupiters,7.47,2005,Gas Giant,0.756 x Jupiter,0.15 AU,20.8 days,0.12
406,HD 102195 b,96.0,0.41 Jupiters,8.062,2006,Gas Giant,1.27 x Jupiter,0.05 AU,4.1 days,0.0
407,HD 102272 b,1142.0,4.94 Jupiters,8.69,2008,Gas Giant,1.15 x Jupiter,0.51 AU,127.6 days,0.05
408,HD 102329 b,712.0,8.16 Jupiters,8.04,2011,Gas Giant,1.12 x Jupiter,1.81 AU,2.1 years,0.21
409,HD 102329 c,712.0,1.52 Jupiters,8.04,2018,Gas Giant,1.21 x Jupiter,Unknown,3.1 years,0.21
410,HD 102365 b,30.0,16 Earths,4.91,2010,Neptune-like,0.369 x Jupiter,0.46 AU,122.1 days,0.34
411,HD 102843 b,205.0,0.35837 Jupiters,9.268,2019,Gas Giant,1.17 x Jupiter,4.074 AU,8.5 years,0.11
412,HD 102956 b,399.0,0.96 Jupiters,7.86,2010,Gas Giant,1.23 x Jupiter,0.0807 AU,6.5 days,0.04
413,HD 103197 b,187.0,28.6047 Earths,9.391,2009,Neptune-like,0.52 x Jupiter,0.25 AU,47.8 days,0.0
414,HD 103720 b,136.0,0.62 Jupiters,9.49,2014,Gas Giant,1.26 x Jupiter,0.0498 AU,4.6 days,0.09
